,id,label,cleaned_tweet,cleaned_emoji_tweet
4023,4024,0,good mornin' peeps! early way tassie! 😃✈️🌁 #tasmania #tassie #longweekend #travel #yay,good mornin' peeps! early way tassie! :grinning_face_with_big_eyes::airplane::foggy: #tasmania #tassie #longweekend #travel #yay
4024,4025,0,find really inspiring unlike gone nice inspiring really obnoxious full,find really inspiring unlike gone nice inspiring really obnoxious full
4025,4026,0,#kejriwal must accept role making #udtapunjab' conspiracy defame #punjab,#kejriwal must accept role making #udtapunjab' conspiracy defame #punjab
4026,4027,0,oscar tabarez talks louis sure’s angry reaction… #spos #during #luis #oscar,oscar tabarez talks louis sure’s angry reaction… #spos #during #luis #oscar
4027,4028,0,"playing laura sullivan - "" secrets deep"" #melancholy #melancholymusic","playing laura sullivan - "" secrets deep"" #melancholy #melancholymusic"
4028,4029,0,yayy!!! show definitely list things!!!,yayy!!! show definitely list things!!!
4029,4030,0,ladies today learned til next time #gutted #despondent #hatedepauredayhome #lovebenidorm #benidorm,ladies today learned til next time #gutted #despondent #hatedepauredayhome #lovebenidorm #benidorm
4030,4031,0,donna post cool #fairytail #anime #grayfullbuster #gif #manga,donna post cool #fairytail #anime #grayfullbuster #gif #manga
4031,4032,0,time street beg sessions draw money day sweets #world #monetary #affairs,time street beg sessions draw money day sweets #world #monetary #affairs
4032,4033,0,finally found way delete old tweets! might find useful well #deletetweets,finally found way delete old tweets! might find useful well #deletetweets
4033,4034,1,happy new year,happy new year
4034,4035,0,oh no! messenger came told leave scotland son murdered! #horriblenews,oh no! messenger came told leave scotland son murdered! #horriblenews
4035,4036,0,going see later husband #poundsign,going see later husband #poundsign
4036,4037,0,#outlast traitor #omg #scared #nervous #cannotwait #thrills 😱,#outlast traitor #omg #scared #nervous #cannotwait #thrills :face_screaming_in_fear:
4037,4038,0,midday enough superlatives describe🎂,midday enough superlatives describe:birthday_cake:
4038,4039,0,#smilepowerday! show us best cheese gains pearly whites -d #smile #teeth,#smilepowerday! show us best cheese gains pearly whites -d #smile #teeth
4039,4040,0,instant message in spending alone whole weekend exam left (,instant message in spending alone whole weekend exam left (
4040,4041,0,-#by got transformed #punjab says #sukhbir #jaitley lists achievements #nda,-#by got transformed #punjab says #sukhbir #jaitley lists achievements #nda
4041,4042,0,vineyards amp; love! ❤️💛💚💙💜 - - - #love #cute #kiss #summer #girlfriend #gf #girl…,vineyards amp; love! :red_heart::yellow_heart::green_heart::blue_heart::purple_heart: - - - #love #cute #kiss #summer #girlfriend #gf #girl…
4042,4043,0,men big lost! felt lose two heros! delhi kosoy wife!,men big lost! felt lose two heros! delhi kosoy wife!
4043,4044,0,sweat thanks babygirl hit hum or gay huge kisses too,sweat thanks babygirl hit hum or gay huge kisses too
4044,4045,0,popular #i_am #positive #affirmation,popular #i_am #positive #affirmation
4045,4046,0,y'all matas really love y'all 😂 that's get coming 🐸☕️,y'all matas really love y'all :face_with_tears_of_joy: that's get coming :frog::hot_beverage:
4046,4047,0,happy! 😃 #happinesseverywhere #happiness #happiestmoment,happy! :grinning_face_with_big_eyes: #happinesseverywhere #happiness #happiestmoment
4047,4048,0,found shitload cool #graffiti pieces cool #stockholm check later all…,found shitload cool #graffiti pieces cool #stockholm check later all…
4048,4049,0,guess comes back resources thing amp; possibly even confidence thing? cracking game he…,guess comes back resources thing amp; possibly even confidence thing? cracking game he…
4049,4050,0,good morning beside camp ll !! 👏🏻👏🏻😘😃 #consultingjob #training,good morning beside camp ll !! :clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::face_blowing_a_kiss::grinning_face_with_big_eyes: #consultingjob #training
4050,4051,0,tomahawk matt really take holes day would've loved chirped next,tomahawk matt really take holes day would've loved chirped next
4051,4052,0,real,real
4052,4053,0,literally favorite spot each good back #cry #centralpark #nyc…,literally favorite spot each good back #cry #centralpark #nyc…
4053,4054,0,󾌴󾌲󾌰 #blessed 󾆯󾆯 — feeling thankful,󾌴󾌲󾌰 #blessed 󾆯󾆯 — feeling thankful
4054,4055,1,nicholas surgeon sends christmas message surrounded white children brown kiss nationalist nicholas #s…,nicholas surgeon sends christmas message surrounded white children brown kiss nationalist nicholas #s…
4055,4056,1,india willoughby’s entitlement specialized innate sick revolting entitled two op…,india willoughby’s entitlement specialized innate sick revolting entitled two op…
4056,4057,0,hallwayst! #getaway #live #love #laugh #gv #blessed #fun #fab #pinay #pinoy #igersmanila…,hallwayst! #getaway #live #love #laugh #gv #blessed #fun #fab #pinay #pinoy #igersmanila…
4057,4058,0,want things like seems nothing happened us 😢💔🌻♥ #disappointment #broken he,want things like seems nothing happened us :crying_face::broken_heart::sunflower::heart_suit: #disappointment #broken he
4058,4059,0,#smile amp; hopefully put smile someone's face keep faith amp; b #happy #photooftheday,#smile amp; hopefully put smile someone's face keep faith amp; b #happy #photooftheday
4059,4060,0,jessica don asia beauty gives happy ending massage self #dona #asian #jessica #beauty #give,jessica don asia beauty gives happy ending massage self #dona #asian #jessica #beauty #give
4060,4061,0,yay! dinner plans more's finding dry tonight favs!! 🍴🐠👫👭,yay! dinner plans more's finding dry tonight favs!! :fork_and_knife::tropical_fish::woman_and_man_holding_hands::women_holding_hands:
4061,4062,0,first #germany #show #tonight mussumerkrug always treat #performing…,first #germany #show #tonight mussumerkrug always treat #performing…
4062,4063,0,turn left turn right absolutely one gets unfortunate #alone #melancholy,turn left turn right absolutely one gets unfortunate #alone #melancholy
4063,4064,0,excited daddy brutal b - #butthole #sex #daddy #bunch #brutal,excited daddy brutal b - #butthole #sex #daddy #bunch #brutal
4064,4065,0,day -wipe away tears #fairies #fairy ness #kawaii #mushrooms #eyes #watchingyou #nature #friendship,day -wipe away tears #fairies #fairy ness #kawaii #mushrooms #eyes #watchingyou #nature #friendship
4065,4066,0,independence day philippines,independence day philippines
4066,4067,0,great able catch lovely agent today discuss happening future! actor ),great able catch lovely agent today discuss happening future! actor )
4067,4068,0,#makes,#makes
4068,4069,0,deeply saddened news gun violence #prayfororlando #stoptheviolence #orlando #ripgrimmie #ripchristina #florida,deeply saddened news gun violence #prayfororlando #stoptheviolence #orlando #ripgrimmie #ripchristina #florida
4069,4070,0,good morning😊✨🎶 #nack #raji #raychell,good morning:smiling_face_with_smiling_eyes::sparkles::musical_notes: #nack #raji #raychell
4070,4071,0,want someone hold hand tell it'll okay #alone #upset #missyou #lovewins,want someone hold hand tell it'll okay #alone #upset #missyou #lovewins
4071,4072,0,yes saying #hillaryclinton's major qualification female sorry folks deal find nothing else,yes saying #hillaryclinton's major qualification female sorry folks deal find nothing else
4072,4073,0,generation right people crazy attached phone like,generation right people crazy attached phone like
4073,4074,0,what’s definition success? #motivation #inspiration,what’s definition success? #motivation #inspiration
4074,4075,0,craziestpeoples 😛 #motivation,craziestpeoples :face_with_tongue: #motivation
4075,4076,0,#life #love #ifunny,#life #love #ifunny
4076,4077,0,goodby safety net hello self-employment #scared,goodby safety net hello self-employment #scared
4077,4078,0,last episode tonight! going fill thursdays gone please leave #peakyblinders,last episode tonight! going fill thursdays gone please leave #peakyblinders
4078,4079,0,cool though bc rate intend done years doesn’t get hit hands #consolewars,cool though bc rate intend done years doesn’t get hit hands #consolewars
4079,4080,0,summer one best also one worst months life okay guess #eh #ohwell #imhappy #bleh #goodnight,summer one best also one worst months life okay guess #eh #ohwell #imhappy #bleh #goodnight
4080,4081,0,brother live sceneimage rest life,brother live sceneimage rest life
4081,4082,0,#retweet #myminecraftrobot season !,#retweet #myminecraftrobot season !
4082,4083,0,back day five years ago #photo #nikon #viajar #journey #like #me …,back day five years ago #photo #nikon #viajar #journey #like #me …
4083,4084,0,always seems impossible done -nelson manila #wednesdaywisdom #quote #cool #enjoy #motivational he…,always seems impossible done -nelson manila #wednesdaywisdom #quote #cool #enjoy #motivational he…
4084,4085,0,tragedy! #orlando #tragic,tragedy! #orlando #tragic
4085,4086,0,oh no! please kindly pressure nations eat forbidden fruits n banished from god's grace,oh no! please kindly pressure nations eat forbidden fruits n banished from god's grace
4086,4087,0,🌸the #garden wisdom #wisdom #saturdaymorning 🌸 #flower #saterday #vine (vine,:cherry_blossom:the #garden wisdom #wisdom #saturdaymorning :cherry_blossom: #flower #saterday #vine (vine
4087,4088,0,nights burning amp; let know amp; females burning amp; let know,nights burning amp; let know amp; females burning amp; let know
4088,4089,0,thefashionpoet purpose amp; make others happy share giving receive energy…,thefashionpoet purpose amp; make others happy share giving receive energy…
4089,4090,0,#pinoyandproud intense mayor filipino whole world #lizquenfanshere need follower promise i'll also follow u,#pinoyandproud intense mayor filipino whole world #lizquenfanshere need follower promise i'll also follow u
4090,4091,0,thoughts orlando #pulse,thoughts orlando #pulse
4091,4092,0,kept getting interrupted amp; talked commercial it'd pass 😒 #livestream #dontwanttomissanyoftheshow,kept getting interrupted amp; talked commercial it'd pass :unamused_face: #livestream #dontwanttomissanyoftheshow
4092,4093,0,introduction #msqrd #lol #dev #adorable #toocute #funny #loveit #instafun #instacute…,introduction #msqrd #lol #dev #adorable #toocute #funny #loveit #instafun #instacute…
4093,4094,1,anyone claiming #trump ran #whitesupremacy platform immediately becomes #fakenews amp; loses credibility…,anyone claiming #trump ran #whitesupremacy platform immediately becomes #fakenews amp; loses credibility…
4094,4095,0,memorial day #memorialdayweekend memorialday,memorial day #memorialdayweekend memorialday
4095,4096,0,we’re reveal something us proud south hussies tomorrow! #onemoresleep #southaustralia #getexcited,we’re reveal something us proud south hussies tomorrow! #onemoresleep #southaustralia #getexcited
4096,4097,0,got mute facebook #nogift,got mute facebook #nogift
4097,4098,0,really enjoying talk #maps inherently delightful thinking,really enjoying talk #maps inherently delightful thinking
4098,4099,0,finally got furniture paid off!!!!! !!! babe amp;amp; paid months advance finally mine!! 😆😆😆😆😆,finally got furniture paid off!!!!! !!! babe amp;amp; paid months advance finally mine!! :grinning_squinting_face::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face:
4099,4100,1,multiple types racism america #us #america,multiple types racism america #us #america
4100,4101,0,#teamca full day cleaning #gradshow today!!,#teamca full day cleaning #gradshow today!!
4101,4102,0,another upload!! go check out!😁 #youtuber #lifestyle #advice #vlog #vlogger #blog,another upload!! go check out!:beaming_face_with_smiling_eyes: #youtuber #lifestyle #advice #vlog #vlogger #blog
4102,4103,0,thank #yogi #team great week #yoga #yyc #fundaysunday #namaste !,thank #yogi #team great week #yoga #yyc #fundaysunday #namaste !
4103,4104,0,shilling programming little game thought #candles #picoftheday #congratulations #sunshine #skyback #cloudy #lovekit,shilling programming little game thought #candles #picoftheday #congratulations #sunshine #skyback #cloudy #lovekit
4104,4105,0,😏 want meet me?? -,:smirking_face: want meet me?? -
4105,4106,0,truly amazing happy good feel #sobersummer #lifeisgood 😆😆😆 reeked,truly amazing happy good feel #sobersummer #lifeisgood :grinning_squinting_face::grinning_squinting_face::grinning_squinting_face: reeked
4106,4107,0,tm #month get #ipsy goodge bag! …,tm #month get #ipsy goodge bag! …
4107,4108,1,"may good intentions saying ""i see color"" missing point #col…","may good intentions saying ""i see color"" missing point #col…"
4108,4109,1,waste time sob plaster color profile ulm bacon lecture matters matter slices bread,waste time sob plaster color profile ulm bacon lecture matters matter slices bread
4109,4110,0,#sukhbir #badal announces office-bearers #eastcoast zone #canada,#sukhbir #badal announces office-bearers #eastcoast zone #canada
4110,4111,0,time remove #blindfold i'll #jaded remain #dumb weak #tired need,time remove #blindfold i'll #jaded remain #dumb weak #tired need
4111,4112,0,happy wednesday cornerhouse!! sharing love! #fresh #student #living #midweek,happy wednesday cornerhouse!! sharing love! #fresh #student #living #midweek
4112,4113,0,placement nd last day today 😢😫☹️💊🏥 #student #studentnurse #placement #nhs #future #career #futurecareer #hospital #uni,placement nd last day today :crying_face::tired_face::frowning_face::pill::hospital: #student #studentnurse #placement #nhs #future #career #futurecareer #hospital #uni
4113,4114,0,mind go guns till podcast amp; #youtuber #live #nervous,mind go guns till podcast amp; #youtuber #live #nervous
4114,4115,0,better path now🍀 #edwardium #betterpath #irani #ايران #adventure #persian #kashan…,better path now:four_leaf_clover: #edwardium #betterpath #irani #ايران #adventure #persian #kashan…
4115,4116,0,terrified #hillbot looks like,terrified #hillbot looks like
4116,4117,0,afternoon checkpoint - done! #dofe #unique #inclusive,afternoon checkpoint - done! #dofe #unique #inclusive
4117,4118,0,gorgeous bride be!! #bridalpay #bridegames #smiles #instalike #red #sunnies…,gorgeous bride be!! #bridalpay #bridegames #smiles #instalike #red #sunnies…
4118,4119,0,drying hair makeupamp; memorial last day exam #bittersweet,drying hair makeupamp; memorial last day exam #bittersweet
4119,4120,0,time favorite princess outfit 💙💗💖 #camgirl,time favorite princess outfit :blue_heart::growing_heart::sparkling_heart: #camgirl
4120,4121,0,congress southern maine champ! + #proud -,congress southern maine champ! + #proud -
4121,4122,0,"playing sophie hunching - "" most"" #melancholy #melancholymusic","playing sophie hunching - "" most"" #melancholy #melancholymusic"
4122,4123,0,happy father's day 💜💚💛 #love #family #fathersday #children #daddy #father #dad,happy father's day :purple_heart::green_heart::yellow_heart: #love #family #fathersday #children #daddy #father #dad
4123,4124,0,need internet admire planet #humanend 😢,need internet admire planet #humanend :crying_face:
4124,4125,0,pathetic #donaldtrump easily tries make #orlandohorror him! #ego #tragedy,pathetic #donaldtrump easily tries make #orlandohorror him! #ego #tragedy
4125,4126,0,waiting #mikado scottish opera #opera #van,waiting #mikado scottish opera #opera #van
4126,4127,0,excited!! wait see weekend memphis! #ready #enation,excited!! wait see weekend memphis! #ready #enation
4127,4128,0,going charles's be (best) coming andretti's college night!,going charles's be (best) coming andretti's college night!
4128,4129,0,yesss!! finally #spain #israel #owt dates!!!! happy happy happy happy happy!!,yesss!! finally #spain #israel #owt dates!!!! happy happy happy happy happy!!
4129,4130,1,latest african american turmoil! thanks #blm,latest african american turmoil! thanks #blm
4130,4131,0,sorry think pretty awesome get always second best? confusedsadagaintweet,sorry think pretty awesome get always second best? confusedsadagaintweet
4131,4132,0,best allah rest #ramdan,best allah rest #ramdan
4132,4133,0,cordially salute one sacrifices everything happiness childthe real heroworld call papa father's day,cordially salute one sacrifices everything happiness childthe real heroworld call papa father's day
4133,4134,0,awesome something details soon!,awesome something details soon!
4134,4135,0,co-ordinated much? #jhoomers post last night's monday intra #explosive class! register tonight's,co-ordinated much? #jhoomers post last night's monday intra #explosive class! register tonight's
4135,4136,0,midday rude girl sexual egyptian rude women chat,midday rude girl sexual egyptian rude women chat
4136,4137,0,dumfries weekend newcastle next week! 😁👌,dumfries weekend newcastle next week! :beaming_face_with_smiling_eyes::OK_hand:
4137,4138,0,scotland extra month wait 😔 #justkeepswimming #findingdory,scotland extra month wait :pensive_face: #justkeepswimming #findingdory
4138,4139,0,thank assisting tired goddess! end #humanfurniture #humanfootstool,thank assisting tired goddess! end #humanfurniture #humanfootstool
4139,4140,1,at-right promote new kind racism genetic? #eugenics,at-right promote new kind racism genetic? #eugenics
4140,4141,1,word factory race denial prevents healing! #southafrica #leadership #transformation #inequality ~,word factory race denial prevents healing! #southafrica #leadership #transformation #inequality ~
4141,4142,0,thanks #upcm giving power dignity strength respect women #womenempowerment,thanks #upcm giving power dignity strength respect women #womenempowerment
4142,4143,0,netflix whilst grateful given season #oitnb today longer oitnb watch #binge,netflix whilst grateful given season #oitnb today longer oitnb watch #binge
4143,4144,0,happy #mom happy #baby achieving -balance,happy #mom happy #baby achieving -balance
4144,4145,0,life depressing sometimes!😢😫 #anxiety #depression #lonely,life depressing sometimes!:crying_face::tired_face: #anxiety #depression #lonely
4145,4146,0,niagara falls! #sunny skies kiss,niagara falls! #sunny skies kiss
4146,4147,0,town like even see other? 🤐,town like even see other? :zipper-mouth_face:
4147,4148,0,fathers day mine all! #thankspop,fathers day mine all! #thankspop
4148,4149,0,gets why? (via #emotion #anger #society,gets why? (via #emotion #anger #society
4149,4150,0,happy th midday ✌👍👌😜🎬🎥📷👙🔥🔥❤😍🎉🎉🎉🎊🎊🎉🎁🎁🎂 🍰🎈💯 #kateupton #bihday…,happy th midday :victory_hand::thumbs_up::OK_hand::winking_face_with_tongue::clapper_board::movie_camera::camera::bikini::fire::fire::red_heart::smiling_face_with_heart-eyes::party_popper::party_popper::party_popper::confetti_ball::confetti_ball::party_popper::wrapped_gift::wrapped_gift::birthday_cake: :shortcake::balloon::hundred_points: #kateupton #bihday…
4150,4151,0,💗 currently available live clinking links -,:growing_heart: currently available live clinking links -
4151,4152,0,eva day 😬 #devadubsandrods #glamping,eva day :grimacing_face: #devadubsandrods #glamping
4152,4153,0,brilliant amp; balanced speech private message pm us congress covering faces into-us relations amp; global issues…,brilliant amp; balanced speech private message pm us congress covering faces into-us relations amp; global issues…
4153,4154,0,heading paint faces today gulf breeze love life 💜💛 #blessed #lifestyle…,heading paint faces today gulf breeze love life :purple_heart::yellow_heart: #blessed #lifestyle…
4154,4155,0,🙏quote day 🙋 #bless #thankful #optimistic #positive #faith #strong #motivation …,:folded_hands:quote day :person_raising_hand: #bless #thankful #optimistic #positive #faith #strong #motivation …
4155,4156,0,time everyone becomes jurist #nudist #nudism #freedom #lifestyle …,time everyone becomes jurist #nudist #nudism #freedom #lifestyle …
4156,4157,0,felix bridge #riclswtravelbook #bearlovestravel #trip #travel #singapore #enjoy…,felix bridge #riclswtravelbook #bearlovestravel #trip #travel #singapore #enjoy…
4157,4158,0,never knew day would actually come see mind you! #confused #delighted #happy …,never knew day would actually come see mind you! #confused #delighted #happy …
4158,4159,0,secret making #weekend? here's great #tips - #fun #healthy,secret making #weekend? here's great #tips - #fun #healthy
4159,4160,0,"playing sophie hunching - "" seventeen"" music song","playing sophie hunching - "" seventeen"" music song"
4160,4161,0,#model love u take u time ur📱!!! 😙😎👄👅💦💦💦,#model love u take u time ur:mobile_phone:!!! :kissing_face_with_smiling_eyes::smiling_face_with_sunglasses::mouth::tongue::sweat_droplets::sweat_droplets::sweat_droplets:
4161,4162,0,du hockey shoutout calumny grew scholar - midday,du hockey shoutout calumny grew scholar - midday
4162,4163,0,department chair says good abilities succeed internship career 😊 #thefeels,department chair says good abilities succeed internship career :smiling_face_with_smiling_eyes: #thefeels
4163,4164,0,power gazing tower? uses v amp #truestory #not,power gazing tower? uses v amp #truestory #not
4164,4165,0,things staying shift,things staying shift
4165,4166,0,mamma one kind cancer free five years officially released one oncologists! making #gifts,mamma one kind cancer free five years officially released one oncologists! making #gifts
4166,4167,1,… #hispanic amp; feel like stopping you? listen #retweet #boricua…,… #hispanic amp; feel like stopping you? listen #retweet #boricua…
4167,4168,1,chaplain - dictator speech via #theresistance #resistance #resist #maga #altright #ra…,chaplain - dictator speech via #theresistance #resistance #resist #maga #altright #ra…
4168,4169,0,ahahah right now! #vacation #costarica 😎👙🌴🍹,ahahah right now! #vacation #costarica :smiling_face_with_sunglasses::bikini::palm_tree::tropical_drink:
4169,4170,0,love island got previously named twitter x better james going #loveisland 😀❤️❤️❤️,love island got previously named twitter x better james going #loveisland :grinning_face::red_heart::red_heart::red_heart:
4170,4171,0,↝ #eurusd covering daily peaks #blog #silver #gold #forex,↝ #eurusd covering daily peaks #blog #silver #gold #forex
4171,4172,0,"when's release date? hopefully end aug ""unputdownable holiday read"" packing list shed","when's release date? hopefully end aug ""unputdownable holiday read"" packing list shed"
4172,4173,0,yeah!!! made day! thanks #win,yeah!!! made day! thanks #win
4173,4174,0,amp; berne back #weak !,amp; berne back #weak !
4174,4175,0,feel animals die films humans 😱😒 #film,feel animals die films humans :face_screaming_in_fear::unamused_face: #film
4175,4176,0,two primary choice life denis waited #leadership #quote #inspirational,two primary choice life denis waited #leadership #quote #inspirational
4176,4177,0,ends?,ends?
4177,4178,1,#sikh #temple canalised #calgary #wso condemn act,#sikh #temple canalised #calgary #wso condemn act
4178,4179,0,event mode nick! #nohernireland #ireland #purenohernireland #discoverni #discoverireland #irland #uk #no…,event mode nick! #nohernireland #ireland #purenohernireland #discoverni #discoverireland #irland #uk #no…
4179,4180,0,lost music phone wtf!!!,lost music phone wtf!!!
4180,4181,0,#onthisday young child died #newcastle tragic circumstances #noheast #povey #socialhistory,#onthisday young child died #newcastle tragic circumstances #noheast #povey #socialhistory
4181,4182,0,#gameshow bull hill climb reach target complete task survive strong exit,#gameshow bull hill climb reach target complete task survive strong exit
4182,4183,0,friday feeling! #friday #feeling #peugeotwrx,friday feeling! #friday #feeling #peugeotwrx
4183,4184,0,#instaaoftheday buffalo stimulation buffalo take vicinity homes the,#instaaoftheday buffalo stimulation buffalo take vicinity homes the
4184,4185,0,#gameday #instaa #instafamous physician weight lost;,#gameday #instaa #instafamous physician weight lost;
4185,4186,0,ready sent autograph 😃 post tomorrow ☺😊😊😊😊 #love 💕,ready sent autograph :grinning_face_with_big_eyes: post tomorrow :smiling_face::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes: #love :two_hearts:
4186,4187,1,excellent idea! dig deep amp; hang 'em high! #treason #aidingenemies #fraud #coverups #benghazi #extoion …,excellent idea! dig deep amp; hang 'em high! #treason #aidingenemies #fraud #coverups #benghazi #extoion …
4187,4188,0,passenger hits brooklyn bus driver bottle argument #jobs #jobsearch #news #an irate passed,passenger hits brooklyn bus driver bottle argument #jobs #jobsearch #news #an irate passed
4188,4189,0,last minute event? almost reminds ruin cruz allies knew done,last minute event? almost reminds ruin cruz allies knew done
4189,4190,0,angry man sunshine #wherearewe #noidontaskfoheway #bad #lovely #flowers…,angry man sunshine #wherearewe #noidontaskfoheway #bad #lovely #flowers…
4190,4191,0,love #abrahamhicks #lawofattraction !! #healthy #healing #joytrain !!,love #abrahamhicks #lawofattraction !! #healthy #healing #joytrain !!
4191,4192,0,ah w'd rather happy fuss t' taxation varejao it;it;,ah w'd rather happy fuss t' taxation varejao it;it;
4192,4193,0,today first day job ) wait p,today first day job ) wait p
4193,4194,0,want make happy! #miami #miamibeach #venezolanosenelexterior #venezolanosenmiami #lives,want make happy! #miami #miamibeach #venezolanosenelexterior #venezolanosenmiami #lives
4194,4195,0,late night friday fearing latest is #humor #comedy #business #smavisuals,late night friday fearing latest is #humor #comedy #business #smavisuals
4195,4196,0,❤️ 😍😍😍 #truth #love #relationships #quotes 💕 #natkingcole #learn #beyou ✨…,:red_heart: :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: #truth #love #relationships #quotes :two_hearts: #natkingcole #learn #beyou :sparkles:…
4196,4197,0,updated ❤️ #book #wattpad #poetry #verse #poem #poems #smile #love #prose,updated :red_heart: #book #wattpad #poetry #verse #poem #poems #smile #love #prose
4197,4198,0,travel sunday family #travel #couple #family #life #chiangmai #thailand #leica #タイ,travel sunday family #travel #couple #family #life #chiangmai #thailand #leica #タイ
4198,4199,0,happy midday see red line sinking faster titanic? #weakdonald #loser,happy midday see red line sinking faster titanic? #weakdonald #loser
4199,4200,0,little trip midday dinner 😘 #bus #travelling #bihdaydinner #bustrip #ihatethebus,little trip midday dinner :face_blowing_a_kiss: #bus #travelling #bihdaydinner #bustrip #ihatethebus
4200,4201,0,#model love u take u time ur📱!!! 😙😎👄👅💦💦💦,#model love u take u time ur:mobile_phone:!!! :kissing_face_with_smiling_eyes::smiling_face_with_sunglasses::mouth::tongue::sweat_droplets::sweat_droplets::sweat_droplets:
4201,4202,0,making alfred dinner going cry,making alfred dinner going cry
4202,4203,0,upcycled mirrors weekend unna look awesome new house #win #neon,upcycled mirrors weekend unna look awesome new house #win #neon
4203,4204,0,now sounds lit mine engaged,now sounds lit mine engaged
4204,4205,1,clear y'all good reason hand keys good yet,clear y'all good reason hand keys good yet
4205,4206,0,sad hear news early morning #india #animals #extinction #natgeo #animalplanet,sad hear news early morning #india #animals #extinction #natgeo #animalplanet
4206,4207,0,happy people - assent pliable ( previously named twitter x previously named twitter x cm) color grip,happy people - assent pliable ( previously named twitter x previously named twitter x cm) color grip
4207,4208,0,close?? #voiceover #cat #monkey #hoodcomedy #bestvines #theco (vine,close?? #voiceover #cat #monkey #hoodcomedy #bestvines #theco (vine
4208,4209,0,chose dip sweet amp; sour forgotten 😐😤😫😢 #drynuggets,chose dip sweet amp; sour forgotten :neutral_face::face_with_steam_from_nose::tired_face::crying_face: #drynuggets
4209,4210,0,thanks best b'day wind kickoff friday birches,thanks best b'day wind kickoff friday birches
4210,4211,0,ptrish_g 🌞🌞🌞🌞🌞 #love #sun #sunnyday #hot #holiday #sandossanblas #girl #gpodtimes…,ptrish_g :sun_with_face::sun_with_face::sun_with_face::sun_with_face::sun_with_face: #love #sun #sunnyday #hot #holiday #sandossanblas #girl #gpodtimes…
4211,4212,1,looks like damned fool! years us openly opposed settlement building #israel!,looks like damned fool! years us openly opposed settlement building #israel!
4212,4213,0,good morning'm sincerely,good morning'm sincerely
4213,4214,0,find #gaming little pa #bird game play,find #gaming little pa #bird game play
4214,4215,0,got schedule actually class boyfriend!👍😊 #cantwait,got schedule actually class boyfriend!:thumbs_up::smiling_face_with_smiling_eyes: #cantwait
